SampleID,Subtype,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A14W,LumB,0.235517046,0.269398642,0.266278872,0.231109643,0.292266886,0.257207175,0.298275778,0.694140193,0.647613657,0.263499092,0.331691275,0.27965558,0.43457239,0.351000274,0.373219599,0.450152029,0.189923302,0.143952124,0.195657487,0.353507551,0.293215771,0.251842605,0.287408154,0.555200535,0.311893509,0.267534723,0.252405193,0.447779033,0.307694503,0.244954116,0.25730463,0.219349589,0.269649742,0.189639381,0.202934161,0.243476346,0.228280416,0.277307823,0.240003973,0.204097978,0.112996608,0.346926194,0.338181317,0.293265152,0.33288772,0.288132337,0.314744481,0.226350129,0.190503133,0.256343628,0.57576205,0.348270606,0.387529222,0.208289197,0,0.242993021,0.453271006,0.400546867,0.083130553,0.274086335,0.19871378,0.199684424,0.23759835,0.058108825,0.463494593,0.389079248,0.249468939,0.273371212,0.248795446,0.276155505,0.353681046,0.305674558,0.135148844,0.270466338,0.092543657,0.30398501,0.245065414,0.256361575,0.232167198,0.035922665,0.291967639,0.252188397,0.235507097,0.369979236,0.253995103,0.185104415,0.286751722,0.321932434,0.256206259,0.298573113,0.234588442,1,0.214096357,0.297745852,0.351862612,0.346546259,0.2674513,0.317019066,0.327586487,0.185303255,0.295063141,0.406075174,0.391176463,0.335712713,0.254872968,0.366951901,0.241924382,0.261994529,0.292179921,0.297311114,0.224739589,0.208157344,0.163924397,0.229028101,0.228641847,0.272349605,0.259213332,0.312145247,0.260190781,0.301619282,0.483214022,0.294180529,0.213996904,0.257130729,0.329996294,0.186617926,0.265385322,0.312307508,0.295279659,0.198751693,0.271491739,0.547198572,0.292387577,0.244320364,0.274214082,0.251753465,0.292496407,0.190478412,0.247584152,0.509368989,0.214598466,0.178573047
A14X,Basal,0.485596539,0.388971577,0.516611548,0.480375415,0.493589927,0.313539039,0.400320712,0.177907016,0.293888389,0.429598664,0.470596005,0.532521307,0.319825725,0.523557366,0.599902057,0.495593899,0.300942139,0.39856734,0.467196471,0.398411069,0.341166639,0.519932999,0.481297264,0.49846576,0.535604172,0.463695652,0.642888267,0.493809719,0.46121633,0.508318786,0.54377365,0.433722565,0.554827887,0.573233595,0.777391089,0.557619837,0.539573457,0.558114608,0.563948712,0.633181239,1,0.588355174,0.57811002,0.645135305,0.485718408,0.418340806,0.493781589,0.628036391,0.508964952,0.521879683,0,0.387859873,0.483173802,0.584814583,0.036177873,0.448449743,0.02759882,0.298548324,0.324430057,0.411569758,0.559265918,0.486752708,0.526296827,0.813057561,0.265595884,0.411486971,0.598120108,0.44073432,0.418215093,0.571751512,0.518670423,0.439005349,0.550335807,0.2538265,0.560968311,0.425160998,0.473793831,0.586859513,0.612238103,0.611344498,0.498912189,0.686031794,0.569463774,0.322173929,0.468052287,0.579383986,0.422170523,0.457226356,0.557414269,0.495444711,0.439385625,0.629622595,0.52544213,0.478362348,0.370393378,0.488970245,0.416461783,0.444338551,0.546747351,0.332604379,0.544798641,0.659154196,0.566693067,0.466943238,0.484166399,0.460618712,0.497582817,0.489535903,0.459761906,0.511074317,0.490827461,0.477125518,0.501442075,0.620498602,0.506882685,0.370119959,0.40079413,0.22565324,0.528898653,0.503456667,0.443410609,0.492243921,0.494825819,0.469326448,0.482555123,0.798405093,0.534997969,0.623007961,0.512616477,0.464249468,0.49529357,0.350089998,0.397731728,0.693686024,0.525693617,0.620629534,0.462983587,0.382599363,0.570629131,0.332187531,0.556329149,0.488406927
A14Y,Basal,0.487003293,0.553337857,0.59364149,0.535092017,0.529450876,0.47769767,0.519043253,0.496933295,0.382146529,0.497305883,0.418148552,0.530035246,0.355384729,0.518616897,0.549534845,0.395712452,0.393400883,0.477452567,0.548625804,0.738221076,0.558219879,0.531858587,0.492960207,0.217531092,0.49634358,0.481013082,0.578395163,0.499794531,0.479883004,0.508469636,0.530059831,0.55214294,0.529766166,0.519518574,0.460068841,0.561565163,0.532316494,0.482109912,0.545685267,0.726918794,0.524998956,0.711300348,0.532834158,0.569692963,0.493346125,0.537305536,0.469849865,0.677763011,0.603921326,0.531380723,0,0.437325094,0.49243312,0.505536143,0.324645177,0.525189528,0.234051207,0.47169933,0.443727135,1,0.8854056,0.476538592,0.485998684,0.548354504,0.867726434,0.507096626,0.558871223,0.467883752,0.453076451,0.549289433,0.519425896,0.470008755,0.461629598,0.382158571,0.658688768,0.457581646,0.55034969,0.555417322,0.539803733,0.434853157,0.499019775,0.636574909,0.562404992,0.819411042,0.510122985,0.468182787,0.491615512,0.477514984,0.572148139,0.493353263,0.466011462,0.351307479,0.519863283,0.496713383,0.476169898,0.594346577,0.499038899,0.42837894,0.463718822,0.571739548,0.512539742,0.463357696,0.398904602,0.566747653,0.4631279,0.320055176,0.487298881,0.493548898,0.468666852,0.507235862,0.560879793,0.493236545,0.469664097,0.566711035,0.509652024,0.563833805,0.417552671,0.683531698,0.493103929,0.468980404,0.634472887,0.607501503,0.563116995,0.510121807,0.583348881,0.497741066,0.543289612,0.531285854,0.514226832,0.429006269,0.573105769,0.484098097,0.416257983,0.469994612,0.496749949,0.556928635,0.453494856,0.503037574,0.565962974,0.469839394,0.488155222,0.48384703
A14Z,LumA,0.205036504,0.159383523,0.215306278,0.222327413,0.191766866,0.239321213,0.279476664,0.071615098,0.002323413,0.112136866,0,0.173561692,0.253064651,0.21110695,0.195269701,0.168085069,0.054867696,0.431217337,0.412902521,0.182519349,0.178738474,0.166582079,0.291988512,0.159441497,0.20175205,0.172203138,0.184022461,0.146605613,0.25783834,0.219699259,0.161970373,0.124294267,0.225003972,0.391415449,0.174821879,0.201059219,0.172806398,0.218283777,0.161122683,0.242348517,0.225574138,0.452698844,0.089800629,0.216045646,0.299946227,0.180066332,0.168327496,0.174488459,0.186403952,0.177627675,0.455890003,0.199170154,0.194655793,0.162564612,0.369987276,0.184197353,0.421438501,0.248364462,0.336315147,0.116060047,0.126778588,0.154440218,0.194179399,0.129070551,0.514769867,0.433949915,0.173592511,0.162433296,0.222271352,0.186548537,0.178969483,0.19481438,0.1945323,0.278011537,0.258241778,0.258261843,0.202034421,0.165942609,0.172427848,0.108009112,0.226986478,0.156212769,0.250773791,0.228164077,0.24020006,0.644132157,0.201352366,0.219249642,0.188240428,0.17535513,0.175325379,1,0.284533651,0.214291092,0.004103589,0.151582836,0.138165614,0.163295952,0.253147566,0.24185415,0.270053869,0.554708854,0.411979481,0.066541002,0.211919966,0.123524456,0.193362702,0.176113617,0.17608686,0.168155792,0.203520334,0.170735134,0.249938012,0.158873712,0.126193718,0.177322057,0.131704734,0.426671329,0.211275513,0.236320892,0.370815599,0.254978421,0.204827114,0.173984849,0.219140048,0.15278099,0.164452926,0.149167352,0.220965978,0.170534219,0.245982281,0.176799501,0.245691977,0.136496523,0.198415327,0.215572417,0.312263463,0.4125954,0.213327759,0.159914523,0.174354867,0.195290906
A150,Basal,0.410294698,0.446955158,0.439590853,0.546527335,0.429989701,0.42106434,0.489021839,0.318860134,0.373074609,0.43628646,0.43874528,0.42007056,0.274983525,0.418426874,0.483668766,0.346556483,0.419004106,0.45200356,0.428702789,0.672638754,0.412499424,0.444485978,0.436338204,0.236701562,0.415111075,0.433642813,0.418578199,0.358010615,0.414839838,0.42876617,0.418999902,0.472263018,0.452392896,0.360871328,0.298117161,0.440414918,0.419940885,0.418993067,0.458441723,0.237286612,0.400067709,0.508915762,0.411927505,0.380973462,0.458843645,0.48525471,0.472267472,1,0.996397263,0.588826053,0,0.364497198,0.510322005,0.42065201,0.213438099,0.507106577,0.283186889,0.407945758,0.534989757,0.393972469,0.605890947,0.44149245,0.470778661,0.397418492,0.370192599,0.405537258,0.422844959,0.390159996,0.423357681,0.430196246,0.416595302,0.424281599,0.436274394,0.566944397,0.482213189,0.464952419,0.475883369,0.411610263,0.403726538,0.509764232,0.418534937,0.447858068,0.542550094,0.519549782,0.396692494,0.476439183,0.392727605,0.457024697,0.515628379,0.457686378,0.422381708,0.310123459,0.468689824,0.453724038,0.45432691,0.477143345,0.402304868,0.415559752,0.391714736,0.473437275,0.451286498,0.594767348,0.489226773,0.384227123,0.513886012,0.560184894,0.508769168,0.389860961,0.394859029,0.43317517,0.450609694,0.562775226,0.52251465,0.429338023,0.417296609,0.421447833,0.447319897,0.480887914,0.441943882,0.407019155,0.522636371,0.398814252,0.515656968,0.455395866,0.580180089,0.442524221,0.432550357,0.458365492,0.424778689,0.427163652,0.43744203,0.460646386,0.460565974,0.376894076,0.425195713,0.415661223,0.410506952,0.529618225,0.411491737,0.375878006,0.423066496,0.482713765
A152,Her2,0.327317594,0.386160887,0.455904301,0.434046387,0.426623747,0.38992232,0.4121854,0.285642538,0.325205685,0.497447786,0.395937901,0.360258667,0.446675014,0.382618937,0.445983203,0.328796135,0.455422393,0.606308949,0.657179834,0.433670067,0.433294217,0.342798647,0.391910851,0.292434323,0.386636616,0.349272335,0.341245397,0.282383986,0.357532967,0.353647267,0.355220008,0.302626654,0.374349127,0.285963527,0.222990238,0.359142228,0.353054043,0.49697023,0.410815271,0.328404854,0.232874528,0.441255817,0.286213312,0.372044757,0.394386885,0.433754711,0.389197287,0.344130059,0.775410411,0.339259651,0,0.304275141,0.519111108,0.314798785,0.413469951,0.318761933,0.34266227,0.456790969,0.575322123,1,0.877153633,0.311095555,0.500791088,0.10446498,0.284027245,0.432393779,0.343875223,0.432653706,0.458315663,0.36301603,0.393980638,0.359848545,0.277880985,0.525589632,0.334457376,0.443812003,0.36076594,0.343762712,0.33133548,0.547776468,0.474096469,0.392538675,0.400971598,0.39775935,0.328824297,0.439944202,0.381584043,0.351188583,0.347696715,0.418849706,0.36185041,0.231074728,0.439087789,0.351499959,0.47585265,0.513495156,0.364620228,0.423107147,0.331854743,0.504001423,0.391566718,0.517898629,0.410340746,0.410636326,0.356624483,0.393137493,0.552495443,0.390539731,0.308596441,0.352479019,0.329986417,0.392081833,0.387119969,0.347313993,0.327911719,0.399172786,0.460411873,0.390168707,0.31753855,0.381161956,0.404875038,0.418426973,0.455387665,0.361242456,0.467016624,0.320129869,0.358367894,0.318791985,0.376523178,0.409441976,0.416785892,0.428107149,0.398697567,0.249563251,0.368248537,0.36629607,0.329866238,0.464773964,0.381094021,0.30277694,0.319542619,0.432855137
A153,LumA,0.371041289,0.371537825,0.397137195,0.33796879,0.406306851,0.481076472,0.430619918,0.486925669,0.461458304,0.439168891,0.469092795,0.420256775,0.534111784,0.419845059,0.42649261,0.48235954,0.463748504,0.512974,0.432049653,0.47900389,0.445130738,0.411020599,0.413103571,0.521679494,0.423706381,0.4021026,0.403511858,0.439683046,0.422713702,0.390273514,0.354699624,0.401109145,0.379550978,0.335188042,0.430444187,0.407068413,0.380367954,0.328476034,0.336592799,0.371953707,0.412391541,0.381104889,0.334861517,0.392348752,0.416415635,0.442849491,0.388355331,0.393866476,0.400107984,0.394567686,0.514290673,0.516708532,0.454587707,0.376255881,0.547663093,0.422559485,0.453206757,0.428054034,0.489129313,0.498620572,0.43887763,0.493319196,0.393465262,0.251442246,0.469308357,0.586707988,0.513512158,0.429917499,0.358392851,0.400469142,0.425532604,0.427797665,0.35657351,0.513363089,0.404737599,0.478156354,0.403457757,0.381351877,0.379285903,0.533306632,0.407914092,0.43189357,0.42924584,0.461081094,0.395673497,0.561081935,0.510692283,0.417809188,0.421882307,0.40334761,0.416172099,1,0.449601459,0.395787464,0.486090124,0.471704925,0.447162127,0.458875681,0.429224812,0.504494085,0.455826527,0.531270636,0.453677447,0,0.45734642,0.649089229,0.431966093,0.417002434,0.423352417,0.413615629,0.417567308,0.387379625,0.409619629,0.378886596,0.44432299,0.444463955,0.51329288,0.667395958,0.440299727,0.430272772,0.515144757,0.47383868,0.441736564,0.397816657,0.415492234,0.355893901,0.374996816,0.447492528,0.422998943,0.527897537,0.4064261,0.554281346,0.43224338,0.412226582,0.41249752,0.414873279,0.447206289,0.449140191,0.369618366,0.458657812,0.392490808,0.463807226
A154,LumA,0.204904672,0.25297566,0.218559683,0.3676557,0.251035798,0.301832729,0.342353503,0.301802452,0.323531604,0.221433456,0.182204458,0.211748977,0.46483217,0.230157669,0.196986767,0.254952568,0.265055969,0.240248328,0.293654142,0.21233205,0.286645576,0.213556667,0.184764406,0.257190016,0.222504518,0.218819532,0.173283678,0.254593728,0.234859265,0.213984345,0.193094601,0.205977957,0.257041199,0.196447755,0.139374798,0.203958839,0.211576205,0.306666114,0.218405238,0.283381445,0.137885703,0.224577306,0.157662576,0.198283699,0.221803507,0.254642207,0.29247804,0.190115104,0.253051835,0.206413773,0.64305912,0.362837024,0.256292798,0.215119406,0.264378225,0.316366569,0.401925682,0.221780702,0.392036051,0.230786251,0.228830152,0.190086347,0.215094315,0,0.367444745,0.244865075,0.340574504,0.273690514,0.424353892,0.215966771,0.310146742,0.227225379,0.119589706,0.406214162,0.219114179,0.295292029,0.238296743,0.196677016,0.182991185,0.259332958,0.27724628,0.228337974,0.214789963,0.233891702,0.212979897,0.525401227,0.242916979,0.22595356,0.214334928,0.271914727,0.21814103,1,0.272938711,0.20323593,0.276647049,0.254219005,0.194555829,0.31142039,0.258573624,0.383528511,0.250537032,0.259456883,0.240998817,0.264386934,0.264960577,0.281458491,0.266895835,0.194035216,0.221744753,0.22406674,0.191718756,0.226764147,0.275934964,0.164884181,0.164935923,0.254382993,0.276617109,0.41723514,0.203867991,0.25162784,0.337458884,0.216689419,0.281480452,0.243450163,0.320056068,0.184267816,0.192309659,0.237228951,0.228814594,0.311407351,0.190804236,0.32047964,0.289079839,0.230321409,0.223471274,0.216054363,0.214291469,0.238964569,0.216658496,0.238602388,0.214517202,0.27898681
A155,LumB,0.410969247,0.512681942,0.465365627,0.433882618,0.488655275,0.484140141,0.444513707,0.625827767,0.556105652,0.589494342,0.758052033,0.440070706,0.386807166,0.581114994,0.522801092,0.400630489,0.540141296,0.363015902,0.489968926,0.25435182,0.756265593,0.454410853,0.382925882,0.761952788,0.483345767,0.427690597,0.415362349,0.622840026,0.481517197,0.405226539,0.413394845,0.450936493,0.477693594,0.398981801,0,0.454054466,0.441732822,0.501808726,0.431937559,0.814581175,0.169795785,0.460996767,0.524181344,0.477451748,0.611761551,0.463554038,0.70112729,0.378970019,0.474507356,0.42361857,1,0.760965231,0.620811592,0.67155306,0.068182676,0.887123096,0.907307672,0.762085761,0.541135642,0.722843194,0.578419499,0.370531206,0.436889072,0.095954492,0.216086373,0.717435976,0.494351164,0.370577937,0.430803069,0.431327333,0.55888678,0.522343956,0.261842191,0.164207804,0.443255923,0.428161569,0.465487337,0.417863209,0.405718146,0.4720751,0.522824628,0.400805567,0.39051549,0.435158158,0.439174246,0.439756854,0.547191665,0.585661894,0.370238614,0.292116745,0.458883167,0.249671474,0.434780497,0.594786921,0.565847866,0.478595116,0.437086301,0.454191299,0.40794011,0.49767087,0.513914569,0.335040558,0.373706181,0.536011205,0.378879577,0.495603132,0.476861555,0.591988777,0.562231441,0.466790648,0.401007897,0.418231948,0.364647897,0.422050627,0.16376972,0.412458117,0.589837417,0.609362744,0.37069463,0.443678181,0.251437896,0.474594545,0.339556583,0.540802537,0.698681648,0.305589776,0.450531096,0.405329329,0.514499309,0.401292304,0.590329357,0.765727886,0.55378742,0.424124655,0.448590793,0.448751111,0.421393785,0.299086862,0.441521502,0.769132734,0.381581538,0.429495097
A156,LumA,0.117675264,0.097321311,0.121000046,0.132161565,0.13330338,0.233355353,0.174477039,0.256818668,0.266022745,0.091487519,0.105162952,0.119005624,0.320183382,0.148088049,0.082419368,0.202414287,0.129709128,0.159351167,0.194596691,0,0.368860254,0.111631042,0.08531972,0.42144228,0.107293874,0.116506336,0.105196214,0.198541629,0.158957119,0.102643469,0.125977187,0.056683769,0.092079488,0.041158102,0.050216575,0.122424044,0.118210235,0.160278492,0.111783958,0.168092837,0.072298168,0.098090824,0.08277992,0.1187067,0.251437544,0.136287661,0.342244849,0.073746272,0.146713017,0.105081649,0.574914931,0.413418643,0.164981515,0.128980971,0.113520694,0.247586814,0.333575982,0.167527437,0.32701594,0.18747394,0.139470806,0.133213829,0.111774491,0.044067372,0.235928673,0.414015707,0.173966836,0.095947453,0.141470935,0.108814895,0.208050689,0.170853421,0.028314927,0.175952607,0.086321516,0.185462198,0.128568795,0.110950911,0.091859813,0.200889556,0.141389393,0.151784362,0.097271442,0.073612863,0.076288398,0.374608966,0.192412591,0.123845515,0.089491899,0.091699721,0.121485108,1,0.150201352,0.110568913,0.276716022,0.136246105,0.112907712,0.101498667,0.164329489,0.169941928,0.139828606,0.14102604,0.095635582,0.195926035,0.082130375,0.241587897,0.087800954,0.12467579,0.152502106,0.122504338,0.054858494,0.123549916,0.069007208,0.083829519,0.115559951,0.078389697,0.197008204,0.457245699,0.110097197,0.137123494,0.240721373,0.097512026,0.126511501,0.180874315,0.355245601,0.042903574,0.118647648,0.104310783,0.111348402,0.248525665,0.135360343,0.293843282,0.19447142,0.12282606,0.120423608,0.103356428,0.116238949,0.216740412,0.129336604,0.160604504,0.126269892,0.192967703
A158,Basal,0.658008155,0.843553203,0.727181453,0.89957106,0.687662803,0.681858305,0.627094819,0.637086437,0.726614827,0.679396632,0.792719015,0.699220303,0.410357846,0.78542153,0.848181621,0.67913821,0.751019131,0.706744835,0.627449957,0.53816849,0.909309297,0.667033298,0.702758582,0.83381586,0.694433547,0.658412592,0.669967994,0.65927218,0.747463596,0.643899589,0.652527272,0.589052555,0.695543133,0.69742069,0.712441196,0.671864001,0.665889428,0.866468182,0.652985767,0.346864751,0.677058415,0.753206264,0.487197354,1,0.614881347,0.734060196,0.899631682,0.741592755,0.714580795,0.656970651,0,0.667167763,0.755483724,0.699444929,0.440156787,0.894517558,0.431368909,0.79474947,0.705823871,0.658222868,0.611315343,0.656649332,0.661884124,0.551243501,0.898775152,0.585771651,0.639167243,0.615792933,0.594559875,0.669091749,0.833292421,0.655388361,0.663254924,0.847817282,0.596520005,0.641951912,0.676441168,0.626214422,0.627684892,0.70516393,0.79751717,0.666525262,0.866066792,0.528438787,0.762848493,0.928620152,0.597091851,0.777167563,0.722842312,0.615844342,0.63449087,0.556302208,0.684258222,0.670083174,0.661949721,0.776549268,0.652398783,0.682177933,0.700515817,0.917828437,0.827762064,0.87214687,0.830727552,0.699402091,0.652376245,0.883492382,0.709197755,0.672365275,0.697428654,0.72930485,0.666567095,0.603120323,0.614532091,0.673966375,0.64742971,0.668898622,0.706999047,0.508865986,0.690631208,0.740236824,0.739956022,0.695392125,0.772150793,0.677547641,0.963767437,0.594344657,0.668116971,0.845425156,0.718340873,0.669681393,0.763309154,0.846173956,0.70062003,0.777368379,0.723476644,0.692987518,0.668119293,0.626931439,0.804227477,0.66393844,0.657935332,0.747077762
A159,Basal,0.609995692,0.752801977,0.700881623,0.786280041,0.653704079,0.606358864,0.569080822,0.751283215,0.792604821,0.588916085,0.573890305,0.627827946,0.388554123,0.637040838,0.723022887,0.667002033,0.585366367,0.988626114,1,0.862224367,0.641611053,0.601595136,0.682608653,0.357633828,0.63397265,0.588338317,0.601202125,0.496489584,0.617994573,0.58148243,0.594921348,0.558380329,0.612784754,0.930909671,0.414143052,0.629472334,0.608617874,0.624124675,0.622324342,0.651497049,0.50839256,0.770250508,0.478455942,0.780004704,0.664262978,0.662926245,0.693489413,0.746213543,0.566426811,0.577220599,0,0.521728134,0.72130174,0.626693979,0.598850197,0.684139481,0.336591705,0.725113507,0.778404918,0.559966317,0.564921809,0.545110244,0.563150183,0.572991994,0.437295477,0.544129278,0.610647028,0.673706516,0.525940613,0.59971104,0.629710324,0.594134954,0.640336268,0.704759617,0.626828992,0.643091613,0.605117373,0.613251166,0.577991116,0.70599669,0.679365718,0.628239386,0.742412744,0.721183247,0.634419235,0.582422568,0.590508527,0.562183968,0.644456912,0.606287022,0.56089097,0.423118922,0.664078516,0.666081781,0.561425823,0.729672368,0.649223053,0.529998858,0.642397004,0.688526048,0.624747641,0.770979671,0.690250058,0.539809606,0.584046759,0.690202473,0.618609288,0.587559355,0.570766257,0.595317946,0.686450246,0.563386681,0.641764717,0.656016472,0.873459456,0.694029161,0.610404166,0.631123186,0.584738073,0.585645229,0.788384164,0.672737302,0.67758063,0.62030931,0.748817816,0.510763352,0.605403849,0.580886443,0.627941618,0.503238077,0.576789598,0.572586209,0.576464277,0.543129645,0.614122607,0.68398381,0.617276121,0.701055176,0.631362821,0.59436968,0.607851614,0.674437807
A15A,LumB,0.351452181,0.649813441,0.401684568,0.372402724,0.482223717,0.38431533,0.287193681,1,0.779555425,0.291936475,0.588212232,0.308867618,0.505068269,0.272191055,0.524332326,0.293505117,0.240203686,0.124859157,0.307032472,0.231625421,0.437290309,0.279937622,0.355459023,0.362956717,0.473547096,0.29189426,0.329711684,0.630485291,0.329960394,0.302769101,0.328286741,0.414352634,0.346320178,0.426796007,0.126260413,0.294231567,0.276243714,0.388680389,0.328035571,0.648950378,0.041365587,0.344175289,0.530245537,0.487489046,0.407773444,0.339372907,0.783231458,0.255435805,0.223569616,0.282249482,0.839067929,0.611849399,0.504812828,0.248580008,0.421131245,0.532272453,0.28809321,0.716605331,0.134306767,0.619360629,0.348421249,0.229295406,0.270313968,0,0.46151809,0.622704469,0.276822197,0.392571137,0.238803086,0.311726961,0.587543392,0.29735981,0.199527149,0.269497798,0.560333039,0.250898264,0.263286626,0.284595434,0.278998963,0.241814875,0.286113872,0.355616655,0.413436601,0.159193684,0.26458739,0.323715298,0.32249827,0.408936841,0.321384956,0.296873057,0.266017504,0.654214148,0.244017591,0.446386404,0.723856154,0.317846135,0.344040434,0.416241606,0.340249587,0.115303264,0.440079391,0.471502156,0.437777701,0.606971161,0.243217563,0.42841662,0.303703734,0.343537397,0.360103444,0.306133297,0.566100937,0.26262701,0.194763273,0.315689161,0.196196398,0.462443462,0.341797113,0.734662844,0.237519965,0.369111897,0.366622894,0.417958722,0.227364711,0.378965739,0.628813959,0.300124947,0.313738024,0.308867398,0.404244785,0.294138138,0.31781336,0.694367457,0.263324068,0.421360108,0.339143262,0.412984848,0.357213816,0.12551583,0.277138755,0.349786145,0.230023175,0.558787731
A15C,LumA,0.655595572,0.619169779,0.633025973,0.672784949,0.644449068,0.648985369,0.639043937,0.607388374,0.554889401,0.682005945,0.69326509,0.634738886,0.616260445,0.661229063,0.60812866,0.685582072,0.641221803,0.783668163,0.721592495,0.767765143,0.656444465,0.703676839,0.706497654,0.822636291,0.669231414,0.646768966,0.682883556,0.756276331,0.686315816,0.658695335,0.595116028,0.673720124,0.655469586,0.672163875,1,0.685144411,0.617006708,0.624536317,0.563705372,0.650461008,0.853087663,0.561967501,0.660080571,0.652753664,0.712575661,0.625989952,0.632332464,0.720241463,0.680721192,0.689784637,0.713704101,0.657832752,0.62930469,0.692062836,0.754784049,0.633499564,0.689314035,0.608055421,0.687893365,0.667486268,0.553972257,0.716813914,0.701286653,0.861196067,0.838891021,0.677677537,0.681901133,0.694460384,0.749925368,0.698763031,0.615799311,0.649076896,0.731354444,0.762852362,0.71979604,0.658401484,0.680826981,0.622114147,0.703881493,0.70981518,0.631321517,0.674807959,0.675989666,0.643412866,0.710655051,0.683291909,0.707090174,0.660443628,0.700964225,0.699936742,0.628187257,0.970453879,0.64599738,0.675367868,0.648360423,0.663249025,0.67634772,0.63705875,0.698715827,0.682892785,0.629484738,0.762009071,0.676692782,0,0.754952518,0.683639704,0.683057714,0.620228645,0.685192716,0.698574959,0.676944208,0.631301144,0.775174546,0.652262482,0.699940429,0.651385486,0.685195388,0.754981461,0.688207678,0.692839732,0.69851282,0.698671183,0.721227998,0.557179429,0.67777823,0.769123285,0.617880177,0.711142589,0.670323524,0.644063508,0.709490147,0.591926256,0.647457921,0.652726978,0.65434807,0.621474364,0.682414798,0.756215759,0.581634967,0.654359654,0.710873229,0.693265591
A15D,LumA,0.275712892,0.237425342,0.238942829,0.25690578,0.256831347,0.344185346,0.23967851,0.188009599,0.216754273,0.252763387,0.272262347,0.229326078,0.247089866,0.264614606,0.203545502,0.285276371,0.262100615,0.259733845,0.271553916,0.340696127,0.297337115,0.262763412,0.272686128,0.399784097,0.261539223,0.249151792,0.302420519,0.332125209,0.273729004,0.259029872,0.241605356,0.263547933,0.26183706,0.223371224,0.368683618,0.26668096,0.250193358,0.284644925,0.213789981,0.426308175,0.241868745,0.134598688,0.28126067,0.258202746,0.273398906,0.269777036,0.275262965,0.262829128,0.286977502,0.289178545,0.307209014,0.262522208,0.355972242,0.267008576,0.311216625,0.273093184,0.452355523,0.233337144,0.364651608,0.324960124,0.292386975,0.291769154,0.267703772,0.483685478,0.357164972,0.247083431,0.312111657,0.302616907,0.302275457,0.270902411,0.289548543,0.256883896,0.273153889,0.340203391,0.282516048,0.29871334,0.284143719,0.260865605,0.291737158,0.343657708,0.309661926,0.273443957,0.218850759,0.193095656,0.257372403,0.467440507,0.304279083,0.263292729,0.266795288,0.291855092,0.234386473,1,0.297809123,0.258645303,0.297116376,0.293668654,0.295980006,0.213264783,0.279642307,0.299625982,0.251656474,0.177607036,0.150127993,0,0.392488839,0.402489582,0.303356389,0.26908453,0.266219663,0.27400113,0.251454043,0.282819121,0.310707401,0.287072556,0.254204214,0.237924891,0.304600599,0.318988926,0.295698195,0.283864701,0.265919287,0.273158357,0.24069799,0.251385558,0.294933434,0.282799652,0.263541854,0.313164908,0.274770102,0.36861845,0.263581708,0.289541704,0.259485248,0.34086196,0.265674198,0.279766047,0.255582675,0.303675726,0.201285704,0.241087418,0.254580188,0.276711986
